tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037408003,22,1195,1.8,District 1,City of West Covina,SPA 3 - San Gabriel,6202,14617723.33,16432.88777
06037408004,27,835,3.2,District 1,City of West Covina,SPA 3 - San Gabriel,6203,6762442.373,11757.12827
06037408005,15,1673,0.9,District 1,City of West Covina,SPA 3 - San Gabriel,6204,39705386.86,26695.98414
06037408006,29,1020,2.8,District 1,City of West Covina,SPA 3 - San Gabriel,6205,35671275.76,25331.50754
06037408133,105,1631,6.4,District 1,City of West Covina,SPA 3 - San Gabriel,6206,11451613.42,17531.24035
06037408134,44,845,5.2,District 1,City of West Covina,SPA 3 - San Gabriel,6207,9391676.954,12118.16583
06037408135,81,1331,6.1,District 1,City of West Covina,SPA 3 - San Gabriel,6208,12112464.08,17385.47763
06037408136,67,975,6.9,District 1,City of West Covina,SPA 3 - San Gabriel,6209,10811237.01,16953.062
06037408137,18,1396,1.3,District 1,City of West Covina,SPA 3 - San Gabriel,6210,9039334.938,14124.37752
06037408138,8,1232,0.6,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,6211,9710533.652,16122.83222
06037408139,25,860,2.9,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,6212,8478988.303,13014.62965
06037408140,22,817,2.7,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,6213,9852174.779,13150.97195
06037408141,0,974,0,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,6214,11978519.32,17054.03052
06037408212,64,1392,4.6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6215,30721179.52,22583.0572
06037408213,66,1740,3.8,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6216,16529677.15,20672.71342
06037408301,72,1507,4.8,District 1,Unincorporated - Avocado Heights,SPA 3 - San Gabriel,6217,29130110.1,30399.55917
06037408302,13,1032,1.3,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,6218,36734534.75,31927.59634
06037408303,9,1258,0.7,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,6219,20941704.29,27335.31795
06037408401,40,1241,3.2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6220,12356910.46,16970.12473
06037408402,45,1933,2.3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6221,124530839.5,59661.77024
06037408503,16,1976,0.8,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6222,45276197.36,37524.28753
06037408504,55,1444,3.8,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6223,15275206.99,18573.2696
06037408505,23,713,3.2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6224,21638099.58,21531.96782
06037408623,29,974,3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6225,10382928.08,13507.10824
06037408624,45,1016,4.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6226,15031500.3,18032.41686
06037408625,30,1217,2.5,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6227,22934940.31,20313.16733
06037408626,68,1378,4.9,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6228,26743582.36,25473.89202
06037408627,25,859,2.9,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6229,33702222.24,31416.25159
06037408628,118,1831,6.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6230,25303591.21,26148.35402
06037408629,30,899,3.3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6231,18973272.31,19444.05219
06037408631,52,1472,3.5,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6232,15959625.17,16563.01524
06037408703,9,1776,0.5,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6233,183419538.9,69529.07866
06037408705,96,1851,5.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6234,20534367.21,19007.95122
06037408707,21,2127,1,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6235,53625311.98,38180.36644
06037408722,13,1241,1,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6236,22936442.08,21349.28687
06037408724,68,1558,4.4,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6237,5964600.646,9881.149904
06037408725,116,1918,6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6238,20856279.18,25546.12177
06037408800,101,1691,6,District 1,City of Pomona,SPA 3 - San Gabriel,6239,19151068.95,19795.83762
06037408900,239,2381,10,District 5,City of La Verne,SPA 3 - San Gabriel,6240,34067697.67,24093.51075
06037409000,72,2193,3.3,District 1,City of Pomona,SPA 3 - San Gabriel,6241,84555857.29,58547.50124
06037409100,99,1385,7.1,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,6242,16908574.98,23901.45264
06037430003,48,1688,2.8,District 5,City of Duarte,SPA 3 - San Gabriel,6243,128470313.8,75095.74207
06037430004,138,1049,13.2,District 5,City of Duarte,SPA 3 - San Gabriel,6244,12275811.56,16466.01196
06037430005,84,1339,6.3,District 5,City of Duarte,SPA 3 - San Gabriel,6245,11164329.4,15470.68464
06037430101,318,1897,16.8,District 5,City of Duarte,SPA 3 - San Gabriel,6246,21334324.66,19937.5989
06037430102,91,1310,6.9,District 5,City of Duarte,SPA 3 - San Gabriel,6247,13790608.88,18807.31416
06037430200,42,428,9.8,District 5,City of Bradbury,SPA 3 - San Gabriel,6248,55677513.49,35859.97519
06037430301,0,1644,0,District 5,City of Monrovia,SPA 3 - San Gabriel,6249,262616702,84409.31341
06037430302,91,2189,4.2,District 5,City of Monrovia,SPA 3 - San Gabriel,6250,20898099.7,23242.88949
06037430400,7,1439,0.5,District 5,City of Arcadia,SPA 3 - San Gabriel,6251,38951140.32,34400.62548
06037430501,13,1859,0.7,District 5,City of Sierra Madre,SPA 3 - San Gabriel,6252,50611274.39,32607.77693
06037430502,101,3102,3.3,District 5,City of Sierra Madre,SPA 3 - San Gabriel,6253,31695553.25,25000.61115
06037430600,0,1400,0,District 5,City of Arcadia,SPA 3 - San Gabriel,6254,39839200.23,35196.7427
06037430701,107,1835,5.8,District 5,City of Arcadia,SPA 3 - San Gabriel,6255,31955337.33,26919.97251
06037430721,21,1278,1.6,District 5,City of Arcadia,SPA 3 - San Gabriel,6256,44239847.22,31482.39221
06037430723,80,1873,4.3,District 5,City of Arcadia,SPA 3 - San Gabriel,6257,5198971.974,12804.09758
06037430724,94,1900,4.9,District 5,City of Arcadia,SPA 3 - San Gabriel,6258,6209857.326,13340.65093
06037430801,52,2213,2.3,District 5,City of Arcadia,SPA 3 - San Gabriel,6259,18401339.19,17780.47094
06037430802,12,1309,0.9,District 5,City of Arcadia,SPA 3 - San Gabriel,6260,20068335.78,19340.71444
06037430803,16,1833,0.9,District 5,City of Arcadia,SPA 3 - San Gabriel,6261,24495328.47,21553.18212
06037430901,216,1552,13.9,District 5,City of Monrovia,SPA 3 - San Gabriel,6262,12525290.85,14926.95634
06037430902,50,1788,2.8,District 5,City of Monrovia,SPA 3 - San Gabriel,6263,12629616.99,16643.72618
06037431002,124,1208,10.3,District 5,City of Monrovia,SPA 3 - San Gabriel,6264,14578624.38,17048.64185
06037431003,30,1493,2,District 5,City of Monrovia,SPA 3 - San Gabriel,6265,9192794.113,13223.46296
06037431004,44,1213,3.6,District 5,City of Monrovia,SPA 3 - San Gabriel,6266,9758643.193,13607.27217
06037431100,76,2220,3.4,District 5,City of Monrovia,SPA 3 - San Gabriel,6267,32357450.28,26266.46844
06037431200,80,1492,5.4,District 5,Unincorporated - Duarte,SPA 3 - San Gabriel,6268,16009333.51,20104.4155
06037431300,0,848,0,District 5,Unincorporated - Monrovia,SPA 3 - San Gabriel,6269,8810571.037,14328.74529
06037431400,100,1284,7.8,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,6270,19603461.15,19642.53723
06037431501,74,1563,4.7,District 5,City of Temple City,SPA 3 - San Gabriel,6271,11284105.59,14510.76367
06037431502,54,1397,3.9,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,6272,21890318.19,22471.30061
06037431600,114,1338,8.5,District 5,City of Arcadia,SPA 3 - San Gabriel,6273,22891921.21,21427.06331
06037431701,106,2051,5.2,District 5,City of Arcadia,SPA 3 - San Gabriel,6274,35328793.7,25271.95493
06037431800,83,1793,4.6,District 5,City of Temple City,SPA 3 - San Gabriel,6275,14615008.83,16208.30307
06037431900,62,1361,4.6,District 5,City of Temple City,SPA 3 - San Gabriel,6276,10680704.02,13982.02792
06037432001,32,616,5.2,District 5,City of Temple City,SPA 3 - San Gabriel,6277,7896812.445,11904.14054
06037432002,56,1868,3,District 5,City of Temple City,SPA 3 - San Gabriel,6278,16279361.96,16723.47086
06037432101,23,1404,1.6,District 5,City of Temple City,SPA 3 - San Gabriel,6279,12438970.77,14572.35447
06037432102,0,1737,0,District 5,City of Temple City,SPA 3 - San Gabriel,6280,20163550.14,18499.48072
06037432201,71,1328,5.3,District 1,City of Rosemead,SPA 3 - San Gabriel,6281,13120576.62,15008.47399
06037432202,69,1069,6.5,District 1,City of Rosemead,SPA 3 - San Gabriel,6282,14204910.7,15699.25301
06037432300,72,1092,6.6,District 1,City of El Monte,SPA 3 - San Gabriel,6283,21533801.88,20390.41236
06037432401,72,1000,7.2,District 1,City of El Monte,SPA 3 - San Gabriel,6284,11421760.93,17833.63208
06037432402,126,1530,8.2,District 1,City of El Monte,SPA 3 - San Gabriel,6285,16225572.97,18785.51367
06037432501,93,1379,6.7,District 1,City of El Monte,SPA 3 - San Gabriel,6286,11375621.33,15989.27598
06037432502,73,901,8.1,District 1,City of El Monte,SPA 3 - San Gabriel,6287,18990685.2,20914.53428
06037432601,70,1826,3.8,District 1,City of El Monte,SPA 3 - San Gabriel,6288,15138682.54,17299.38323
06037432602,41,1093,3.8,District 1,City of El Monte,SPA 3 - San Gabriel,6289,11561443.64,14738.65969
06037432700,112,1416,7.9,District 1,City of El Monte,SPA 3 - San Gabriel,6290,20032261.01,22452.49792
06037432801,283,822,34.4,District 1,City of El Monte,SPA 3 - San Gabriel,6291,8667596.315,13359.0725
06037432802,151,1401,10.8,District 1,City of El Monte,SPA 3 - San Gabriel,6292,6409066.047,12016.92888
06037432901,32,1129,2.8,District 1,City of Rosemead,SPA 3 - San Gabriel,6293,12191993.66,14071.96775
06037432902,32,813,3.9,District 1,City of Rosemead,SPA 3 - San Gabriel,6294,11673345.25,14825.15046
06037433103,137,1840,7.4,District 1,City of El Monte,SPA 3 - San Gabriel,6295,22674165.28,23734.22784
06037433200,238,1627,14.6,District 1,City of El Monte,SPA 3 - San Gabriel,6296,19243626.73,22801.01259
06037433302,77,457,16.8,District 1,City of El Monte,SPA 3 - San Gabriel,6297,9148823.429,16702.11983
06037433304,104,1108,9.4,District 1,City of El Monte,SPA 3 - San Gabriel,6298,8566096.965,12728.4808
06037433305,221,1256,17.6,District 1,City of El Monte,SPA 3 - San Gabriel,6299,5494034.056,12347.36222
06037433306,16,827,1.9,District 1,City of El Monte,SPA 3 - San Gabriel,6300,4666767.137,12126.74656
06037433307,12,810,1.5,District 1,City of El Monte,SPA 3 - San Gabriel,6301,4675145.629,12635.05991
06037433402,137,1123,12.2,District 1,City of El Monte,SPA 3 - San Gabriel,6302,6133236.049,9717.235786
06037433403,89,1239,7.2,District 1,City of El Monte,SPA 3 - San Gabriel,6303,7593592.201,11906.20866
06037433505,73,1086,6.7,District 1,City of El Monte,SPA 3 - San Gabriel,6304,8353814.826,15363.26504
06037433506,106,1036,10.2,District 1,City of South El Monte,SPA 3 - San Gabriel,6305,17400160.7,19510.90519
06037433601,61,1283,4.8,District 1,City of Rosemead,SPA 3 - San Gabriel,6306,12049537.85,14390.62799
06037433602,76,786,9.7,District 1,City of Rosemead,SPA 3 - San Gabriel,6307,10836359.26,15963.12275
06037433803,45,851,5.3,District 1,City of South El Monte,SPA 3 - San Gabriel,6308,12971774.48,21467.39078
06037433804,65,1048,6.2,District 1,City of South El Monte,SPA 3 - San Gabriel,6309,16180828.08,18123.98792
06037433901,87,1339,6.5,District 1,City of El Monte,SPA 3 - San Gabriel,6310,7763236.604,11238.83928
06037433903,65,1408,4.6,District 1,City of El Monte,SPA 3 - San Gabriel,6311,9693252.258,13208.21796
06037434001,25,972,2.6,District 1,City of El Monte,SPA 3 - San Gabriel,6312,11357758.32,16263.7453
06037434003,48,939,5.1,District 1,City of El Monte,SPA 3 - San Gabriel,6313,10306616.08,15880.49746
06037434004,77,705,10.9,District 1,City of South El Monte,SPA 3 - San Gabriel,6314,7314010.366,11904.194
06037434100,116,1544,7.5,District 1,City of South El Monte,SPA 3 - San Gabriel,6315,26883533.27,24141.27483
06037460001,0,598,0,District 5,Unincorporated - Kinneloa Mesa,SPA 3 - San Gabriel,6316,55898764.33,48331.61039
06037460002,12,1042,1.2,District 5,City of Pasadena,SPA 3 - San Gabriel,6317,16833839.39,20910.51914
06037460101,16,2341,0.7,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6318,61611925.71,43874.71426
06037460200,13,1775,0.7,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6319,34223676.76,26580.54562
06037460301,19,1412,1.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6320,53030337.88,39458.79607
06037460302,69,1592,4.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6321,14120738.33,17543.75055
06037460401,10,349,2.9,District 5,City of Pasadena,SPA 3 - San Gabriel,6322,58084160.96,80640.93618
06037460501,35,1716,2,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,6323,80132856.4,56457.91474
06037460502,5,1455,0.3,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,6324,27931932.71,30109.91241
06037460601,23,1748,1.3,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,6325,52699188.47,41666.58914
06037460700,37,1525,2.4,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,6326,80180946.51,43805.63485
06037460800,12,1131,1.1,District 5,City of Pasadena,SPA 3 - San Gabriel,6327,72962766.72,41639.37139
06037460900,86,1910,4.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6328,26585435.53,24840.96478
06037461000,127,1534,8.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6329,19031866.95,20734.83734
06037461100,86,1792,4.8,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6330,21043338.3,19627.15748
06037461200,48,1681,2.9,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6331,26191845.98,27476.19483
06037461300,111,2439,4.6,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,6332,20902469.41,28238.49978
06037461400,133,1199,11.1,District 5,City of Pasadena,SPA 3 - San Gabriel,6333,10989542.83,15147.32759
06037461501,191,1282,14.9,District 5,City of Pasadena,SPA 3 - San Gabriel,6334,10807760.32,13636.86442
06037461502,253,1783,14.2,District 5,City of Pasadena,SPA 3 - San Gabriel,6335,12616574.59,14633.12872
06037461600,138,1739,7.9,District 5,City of Pasadena,SPA 3 - San Gabriel,6336,17855749.05,17782.17406
06037461700,8,626,1.3,District 5,City of Pasadena,SPA 3 - San Gabriel,6337,23687036.28,27347.53872
06037461901,368,1662,22.1,District 5,City of Pasadena,SPA 3 - San Gabriel,6338,9449256.034,13415.35801
06037461902,320,1191,26.9,District 5,City of Pasadena,SPA 3 - San Gabriel,6339,8983693.041,12373.18359
06037462001,115,1259,9.1,District 5,City of Pasadena,SPA 3 - San Gabriel,6340,5511006.356,10802.72392
06037462002,376,1113,33.8,District 5,City of Pasadena,SPA 3 - San Gabriel,6341,5508891.683,10785.58043
06037462100,263,1797,14.6,District 5,City of Pasadena,SPA 3 - San Gabriel,6342,11273053.28,13715.59115
06037462201,633,1869,33.9,District 5,City of Pasadena,SPA 3 - San Gabriel,6343,5766319.344,9687.05388
06037462202,124,1490,8.3,District 5,City of Pasadena,SPA 3 - San Gabriel,6344,6115347.243,9952.317382
06037462301,143,1851,7.7,District 5,City of Pasadena,SPA 3 - San Gabriel,6345,6793086.765,10720.63731
06037462302,216,1564,13.8,District 5,City of Pasadena,SPA 3 - San Gabriel,6346,7563810.202,11246.34733
06037462400,59,1421,4.2,District 5,City of Pasadena,SPA 3 - San Gabriel,6347,14128500.24,15477.16617
06037462500,73,2633,2.8,District 5,City of Pasadena,SPA 3 - San Gabriel,6348,27792728.96,30199.85488
06037462600,6,894,0.7,District 5,City of Pasadena,SPA 3 - San Gabriel,6349,11326996.03,15505.78938
06037462700,103,2269,4.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6350,17936278.73,17398.02308
06037462800,46,1042,4.4,District 5,City of Pasadena,SPA 3 - San Gabriel,6351,12226095.95,14971.48603
06037462900,7,1446,0.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6352,25101005.75,21219.09537
06037463000,41,1074,3.8,District 5,City of Pasadena,SPA 3 - San Gabriel,6353,19551604.05,18109.09932
06037463103,57,1977,2.9,District 5,Unincorporated - East Pasadena,SPA 3 - San Gabriel,6354,39787027.65,39436.53133
06037463200,36,1470,2.4,District 5,City of Pasadena,SPA 3 - San Gabriel,6355,17344787.25,22679.84811
06037463300,25,843,3,District 5,Unincorporated - San Pasqual,SPA 3 - San Gabriel,6356,7158948.273,12847.77803
06037463400,103,2514,4.1,District 5,City of Pasadena,SPA 3 - San Gabriel,6357,20621946.44,24317.32371
06037463500,222,2269,9.8,District 5,City of Pasadena,SPA 3 - San Gabriel,6358,18209125.1,17399.08421
06037463601,425,3270,13,District 5,City of Pasadena,SPA 3 - San Gabriel,6359,10003126.35,12788.1726
06037463602,340,3239,10.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6360,9972639.023,12756.73709
06037463700,55,1588,3.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6361,18598627.48,17865.14049
06037463800,36,1477,2.4,District 5,City of Pasadena,SPA 3 - San Gabriel,6362,31183979.89,28673.97948
06037463900,90,1378,6.5,District 5,City of Pasadena,SPA 3 - San Gabriel,6363,20298733.81,19157.91458
06037464000,50,2464,2,District 5,City of Pasadena,SPA 3 - San Gabriel,6364,33924665.6,26064.2354
06037464101,25,773,3.2,District 5,City of San Marino,SPA 3 - San Gabriel,6365,34375318.27,32849.23272
06037464102,0,1198,0,District 5,City of San Marino,SPA 3 - San Gabriel,6366,33122193.69,40248.76885
06037464200,0,1971,0,District 5,City of San Marino,SPA 3 - San Gabriel,6367,37252616.1,25786.68975
06037480002,69,1247,5.5,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,6368,15092792.81,17214.7648
06037480011,76,1753,4.3,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,6369,12178930.19,13982.32193
06037480012,90,1665,5.4,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,6370,13774917.03,15220.15738
06037480101,15,1310,1.1,District 5,City of Temple City,SPA 3 - San Gabriel,6371,12266706.07,14462.27607
06037480102,68,1313,5.2,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,6372,13202875.27,14849.32976
06037480201,26,1149,2.3,District 1,City of San Gabriel,SPA 3 - San Gabriel,6373,16327747.16,19207.51378
06037480202,14,960,1.5,District 1,City of San Gabriel,SPA 3 - San Gabriel,6374,16363185.03,16205.81383
06037480302,200,1730,11.6,District 1,City of Alhambra,SPA 3 - San Gabriel,6375,11402276.58,14941.91414
