OBJECTID,FIPS Code,Primary RUCA Code 2010,Secondary RUCA Code 2010,Tract Population 2010,Land Area sqmi 2010,Population Density sqmi 2010,SD,SPA,CSA,Shape__Area,Shape__Length
2557,06037294421,1,1,2950,0.3,11496.2,District 4,SPA 8 - South Bay,Los Angeles - Harbor City,7247758.88378906,16413.8251891773
2558,06037403500,1,1,1628,1.9,860.7,District 1,SPA 3 - San Gabriel,Unincorporated - Covina,52670558.3076172,37807.1498664949
2559,06037311700,1,1,6137,0.9,6762,District 5,SPA 2 - San Fernando,City of Burbank,25324787.359375,20887.4954725224
2560,06037300600,1,1,8053,0.8,9623.8,District 5,SPA 2 - San Fernando,City of Glendale,24361381.0019531,33030.0750077901
2561,06037191201,1,1,4591,0.2,20777.6,District 1,SPA 4 - Metro,Los Angeles - East Hollywood,6159766.15917969,9951.820455067
2562,06037401202,1,1,4371,1.2,3598.1,District 5,SPA 3 - San Gabriel,City of Glendora,34259209.1367188,25891.5500266701
2563,06037400501,1,1,2126,4.2,506.5,District 5,SPA 3 - San Gabriel,City of Glendora,117125562.457031,59715.5246956999
2564,06037573601,1,1,6114,1.4,4271.7,District 4,SPA 8 - South Bay,City of Long Beach,40117922.0957031,32332.8378554691
2565,06037401303,1,1,2199,2.3,963.4,District 5,SPA 3 - San Gabriel,City of San Dimas,63656175.0009766,42906.0873237064
2566,06037700801,1,1,5220,0.6,9293.4,District 3,SPA 5 - West,City of Beverly Hills,15658674.9130859,20079.4620496028
2567,06037401311,1,1,6521,1.7,3949.5,District 5,SPA 3 - San Gabriel,City of San Dimas,46024646.4277344,31455.4785495973
2568,06037403401,1,1,5038,0.9,5693.4,District 1,SPA 3 - San Gabriel,City of Walnut,24668756.4775391,31552.8608838048
2569,06037297202,1,1,3423,0.2,15397.2,District 4,SPA 8 - South Bay,Los Angeles - San Pedro,6198688.53613281,9987.20395438703
2570,06037433802,1,1,2780,2.3,1225.4,District 1,SPA 3 - San Gabriel,Unincorporated - Whittier Narrows,70554048.0419922,44126.2205247679
2571,06037401701,1,1,4137,0.8,5369.3,District 5,SPA 3 - San Gabriel,City of Claremont,21475076.8769531,18366.7747836381
2572,06037117301,1,1,3851,0.5,7488.5,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,14335348.9482422,16182.3755057874
2573,06037573004,1,1,5153,0.2,32479.4,District 4,SPA 8 - South Bay,City of Long Beach,4423554.49902344,8641.32184669941
2574,06037124104,1,1,2439,0.1,19470.2,District 5,SPA 2 - San Fernando,Los Angeles - North Hollywood,3492065.21386719,7927.11849709006
2575,06037189101,1,1,2743,0.2,17975.1,District 5,SPA 4 - Metro,Los Angeles - Los Feliz,4254115.40332031,8256.53744050161
2576,06037920015,2,2,6353,2.3,2807.8,District 5,SPA 2 - San Fernando,City of Santa Clarita,63081882.2041016,38691.6833063812
2577,06037920016,2,2,4904,0.8,5904.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,22800444.4707031,21890.2820718429
2578,06037189400,1,1,3448,0.6,6172.3,District 5,SPA 4 - Metro,Los Angeles - Hollywood Hills,15572866.7939453,29227.4157560926
2579,06037219800,1,1,3310,0.2,19215.9,District 2,SPA 6 - South,Los Angeles - Alsace,4802120.48339844,9746.01750660658
2580,06037430002,1,1,7021,0.8,8458.6,District 5,SPA 3 - San Gabriel,City of Duarte,23124745.7080078,26818.3419527935
2581,06037430102,1,1,4809,0.5,9623.4,District 5,SPA 3 - San Gabriel,City of Duarte,13929990.8291016,21286.4614353419
2582,06037212420,1,1,3228,0.1,58279.9,District 2,SPA 4 - Metro,Los Angeles - Koreatown,1544109.36914063,4956.62921967546
2583,06037430400,1,1,4424,1.4,3187.4,District 5,SPA 3 - San Gabriel,City of Arcadia,38773350.0732422,35133.5521952161
2584,06037460100,1,1,5793,2.2,2651,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,61231565.3730469,44438.6790920093
2585,06037460200,1,1,5315,1.2,4293.1,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,34397290.6855469,27928.02653013
2586,06037122420,1,1,5050,0.3,15160.8,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,9285562.21777344,12386.8044016798
2587,06037463102,1,1,3779,1,3876.5,District 5,SPA 3 - San Gabriel,Unincorporated - East Pasadena,27061700.9541016,35018.2753925099
2588,06037401800,1,1,7378,2.3,3176.7,District 5,SPA 3 - San Gabriel,City of Claremont,64893394.8691406,35242.6007214597
2589,06037910504,1,1,4797,0.6,7816.7,District 5,SPA 1 - Antelope Valley,City of Palmdale,17106055.0664063,18972.5432111955
2590,06037127711,1,1,3356,0.4,9196.1,District 3,SPA 2 - San Fernando,Los Angeles - Van Nuys,10199682.6191406,13542.4695117941
2591,06037403405,1,1,1631,1.4,1207.6,District 1,SPA 3 - San Gabriel,City of Walnut,37654078.8466797,34893.4552461043
2592,06037403406,1,1,2796,0.5,5741.4,District 1,SPA 3 - San Gabriel,City of Walnut,13576473.7294922,15860.7923731497
2593,06037501803,1,1,4705,0.2,20577.9,District 4,SPA 7 - East,City of Whittier,6377300.58496094,11123.2711884173
2594,06037400206,1,1,5328,1.4,3727.3,District 5,SPA 3 - San Gabriel,City of Claremont,39896395.0966797,37365.2631894726
2595,06037208720,1,1,4179,0.1,65702.5,District 1,SPA 4 - Metro,Los Angeles - Westlake,1773163.95703125,6918.86293020696
2596,06037400800,1,1,3967,1,3904.8,District 5,SPA 3 - San Gabriel,City of Glendora,28331831.7324219,21679.3597667286
2597,06037460301,1,1,4638,1.9,2423.8,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,52936437.40625,40565.9610557973
2598,06037400602,1,1,4719,0.6,7929.6,District 1,SPA 3 - San Gabriel,City of Azusa,16609048.5976563,21934.7682695557
2599,06037408139,1,1,4482,0.3,14785.6,District 1,SPA 3 - San Gabriel,Unincorporated - San Jose Hills,8450866.00585938,13065.449491367
2600,06037406800,1,1,4926,0.7,7373.7,District 1,SPA 3 - San Gabriel,City of West Covina,18783753.2275391,24807.0981767995
2601,06037403408,1,1,6576,1.2,5369,District 1,SPA 3 - San Gabriel,City of Walnut,34146290.5175781,25928.5507867126
2602,06037670201,1,1,3852,1.9,2055.3,District 4,SPA 8 - South Bay,City of Rolling Hills Estates,52594589.3144531,51606.5439908973
2603,06037542800,1,1,3123,0.3,10417.4,District 2,SPA 6 - South,City of Compton,8358113.76269531,11687.5896342236
2604,06037431002,1,1,3163,0.5,6012.6,District 5,SPA 3 - San Gabriel,City of Monrovia,14596732.4082031,17496.358495206
2605,06037460600,1,1,4511,1.6,2758.8,District 5,SPA 2 - San Fernando,City of La Canada Flintridge,45714699.7207031,37264.5921210756
2606,06037211201,1,1,2645,0.1,49153.8,District 2,SPA 4 - Metro,Los Angeles - Wilshire Center,1500115.66308594,4915.79781077348
2607,06037212502,1,1,2767,0.1,25138.1,District 2,SPA 4 - Metro,Los Angeles - Koreatown,3068569.80175781,8256.68330655475
2608,06037276100,1,1,5592,0.4,14749.6,District 2,SPA 5 - West,Los Angeles - Westchester,10602294.6826172,25883.1604133293
2609,06037403600,1,1,6672,1.9,3531.4,District 1,SPA 3 - San Gabriel,City of Covina,52983632.171875,38317.3012630253
2610,06037222001,1,1,3237,0.2,17676.2,District 2,SPA 6 - South,Los Angeles - Exposition Park,5105293.14746094,9152.50954022052
2611,06037189702,1,1,2227,0.6,3948.2,District 5,SPA 4 - Metro,Los Angeles - Hollywood Hills,15699520.7773438,23121.7279691375
2612,06037143604,1,1,3205,0.2,15575.3,District 5,SPA 2 - San Fernando,Los Angeles - North Hollywood,6047699.57910156,13797.376465326
2613,06037408704,1,1,3155,0.4,7141,District 1,SPA 3 - San Gabriel,Unincorporated - Rowland Heights,12317295.9648438,16729.3741736285
2614,06037408705,1,1,5427,0.7,7293.8,District 1,SPA 3 - San Gabriel,Unincorporated - Rowland Heights,20753732.4121094,19115.0927967202
2615,06037432602,1,1,4554,0.4,11080.2,District 1,SPA 3 - San Gabriel,City of El Monte,11457807.3144531,14750.7989060203
2616,06037106642,1,1,3236,0.6,5312.6,District 3,SPA 2 - San Fernando,Los Angeles - Granada Hills,16979505.9570313,20368.8791516344
2617,06037106643,1,1,4320,1.7,2582.4,District 3,SPA 2 - San Fernando,Los Angeles - Granada Hills,46699507.1308594,32813.7806306537
2618,06037267501,1,1,5379,0.2,30696.3,District 3,SPA 5 - West,Los Angeles - West Los Angeles,4885175.26660156,9067.55047708296
2619,06037109100,1,1,2492,1,2383.8,District 3,SPA 2 - San Fernando,Los Angeles - Mission Hills,29123462.7080078,26332.2283779904
2620,06037111204,1,1,5859,1.3,4605.8,District 3,SPA 2 - San Fernando,Los Angeles - Porter Ranch,35639214.6914063,25934.6482459908
2621,06037191902,1,1,2867,0.3,10223.7,District 3,SPA 4 - Metro,Los Angeles - Melrose,7817628.45117188,11569.8120312783
2622,06037194102,1,1,3458,1.4,2558.5,District 3,SPA 4 - Metro,Los Angeles - Hollywood Hills,37710234.8769531,38288.1554985387
2623,06037102104,1,1,3648,0.6,5691.6,District 5,SPA 2 - San Fernando,Los Angeles - Sun Valley,17851107.0527344,27555.4662841332
2624,06037401101,1,1,5663,1.2,4869.7,District 5,SPA 3 - San Gabriel,City of Glendora,32453940.0585938,25073.8402079251
2625,06037403323,1,1,5356,1.2,4598.8,District 1,SPA 3 - San Gabriel,City of Diamond Bar,32469171.5263672,25231.6952991612
2626,06037108202,1,1,4895,2.3,2114.1,District 3,SPA 2 - San Fernando,Los Angeles - Porter Ranch,64576279.1582031,36432.1611213965
2627,06037403324,1,1,6804,3.6,1884.1,District 1,SPA 3 - San Gabriel,City of Diamond Bar,100695034.529297,48363.7662046861
2628,06037262501,1,1,3662,0.6,5800.5,District 3,SPA 5 - West,Los Angeles - Pacific Palisades,17635347.4394531,19927.6728218464
2629,06037215101,1,1,2477,0.1,18240.7,District 2,SPA 4 - Metro,Los Angeles - Miracle Mile,3821158.43164063,10307.7299871054
2630,06037542106,1,1,3373,0.3,10166.9,District 2,SPA 6 - South,City of Compton,9421179.44140625,17421.8878757915
2631,06037433200,1,1,6163,0.7,8981.7,District 1,SPA 3 - San Gabriel,City of El Monte,19102025.4257813,22173.1935123275
2632,06037407501,1,1,4411,0.4,10091.5,District 1,SPA 3 - San Gabriel,Unincorporated - Valinda,12185546.9228516,17052.1848089963
2633,06037408137,1,1,4152,0.3,12944,District 1,SPA 3 - San Gabriel,City of West Covina,8942495.99511719,14267.310463458
2634,06037980015,1,1,554,2,271.9,District 4,SPA 8 - South Bay,Los Angeles - Harbor City,58235952.2685547,35820.1506265104
2635,06037600702,1,1,4191,0.9,4499.8,District 2,SPA 8 - South Bay,City of Inglewood,26162751.8525391,24173.2118130509
2636,06037920338,2,2,5721,1.4,3988,District 5,SPA 2 - San Fernando,Unincorporated - Stevenson Ranch,40076489.3632813,34243.7869137505
2637,06037195803,1,1,2603,0.1,17864,District 1,SPA 4 - Metro,Los Angeles - Temple-Beaudry,4062125.00097656,9006.74440959736
2638,06037104124,1,1,4175,1.7,2413.6,District 5,SPA 2 - San Fernando,Unincorporated - Kagel/Lopez Canyons,48221678.2041016,39589.7121911512
2639,06037901209,2,2.1,1633,227.2,7.2,District 5,SPA 1 - Antelope Valley,Unincorporated - West Antelope Valley,6418046524.49805,567274.684728586
2640,06037901213,1,1,3553,23.9,148.7,District 5,SPA 1 - Antelope Valley,Unincorporated - Leona Valley,668697133.592773,139684.574697929
2641,06037920011,2,2.1,286,63,4.5,District 5,SPA 2 - San Fernando,Unincorporated - San Francisquito Canyon/Bouquet Canyon,1757337521.16699,248313.171390334
2642,06037920012,2,2.1,1072,27,39.7,District 5,SPA 2 - San Fernando,Unincorporated - Bouquet Canyon,778144860.551758,167395.310549519
2643,06037670602,1,1,7345,5.5,1336.9,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,231464363.561523,103480.986908833
2644,06037122410,1,1,3794,0.3,13898.7,District 3,SPA 2 - San Fernando,Los Angeles - North Hollywood,7609489.6875,11117.4625056184
2645,06037501600,1,1,7190,3.8,1905,District 4,SPA 7 - East,City of Whittier,105337722.396484,48230.9024833975
2646,06037553503,1,1,2768,0.2,16938,District 4,SPA 6 - South,City of Paramount,4556093.57324219,9558.94497929127
2647,06037408402,1,1,5799,4.5,1297.4,District 1,SPA 3 - San Gabriel,Unincorporated - Hacienda Heights,124586092.383789,62505.9590424898
2648,06037213202,1,1,3873,0.1,29684.3,District 2,SPA 4 - Metro,Los Angeles - Koreatown,3637318.75683594,8141.43572855068
2649,06037143800,1,1,4878,1,4844.1,District 5,SPA 2 - San Fernando,Los Angeles - Studio City,28059438.6904297,36235.4891645787
2650,06037262601,1,1,3660,1.4,2567,District 3,SPA 5 - West,Los Angeles - Palisades Highlands,38968307.015625,35450.3548126308
2651,06037300100,1,1,6002,1.8,3394.6,District 5,SPA 2 - San Fernando,Unincorporated - La Crescenta-Montrose,49538266.6269531,30860.9945984962
2652,06037573003,1,1,1802,0.2,11634.4,District 4,SPA 8 - South Bay,City of Long Beach,4824001.88183594,9050.00845754148
2653,06037300501,1,1,3868,0.5,7533.3,District 5,SPA 2 - San Fernando,Unincorporated - La Crescenta-Montrose,13677703.2578125,20363.7018942674
2654,06037132300,1,1,6494,0.5,13154.5,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,13761831.3623047,15787.5004958334
2655,06037576001,1,1,4969,0.7,7271.3,District 4,SPA 8 - South Bay,City of Long Beach,33316023.1220703,26295.1843259898
2656,06037123602,1,1,3332,0.4,9302,District 3,SPA 2 - San Fernando,Los Angeles - Valley Glen,9985609.13769531,14187.456703584
2657,06037604002,1,1,5078,0.3,20212.9,District 2,SPA 8 - South Bay,City of Lawndale,7004300.22949219,10362.942519589
2658,06037104404,1,1,3236,0.2,15531.7,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,5807918.47363281,10935.7094647293
2659,06037530101,1,1,5400,0.4,14137.8,District 1,SPA 7 - East,City of Montebello,10898597.6992188,14047.7360807314
2660,06037530203,1,1,3238,0.3,11385.9,District 1,SPA 7 - East,City of Montebello,7928251.16308594,14385.2059029436
2661,06037117201,1,1,4352,0.3,14272.4,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,8520596.19140625,13684.2556093223
2662,06037117408,1,1,2830,0.1,19467.5,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,4052431.76269531,8246.91611446247
2663,06037552100,1,1,5891,0.6,10437.1,District 4,SPA 7 - East,City of Norwalk,15736279.3476563,17538.2241619558
2664,06037536102,1,1,3164,1.1,2957.3,District 4,SPA 7 - East,City of South Gate,33071182.1669922,27741.9923190606
2665,06037551700,1,1,6547,0.5,13072.5,District 4,SPA 7 - East,City of Downey,13962882.7324219,15848.2957902962
2666,06037530601,1,1,3431,0.2,15555.4,District 1,SPA 7 - East,Unincorporated - East Los Angeles,6141830.95703125,13232.7740561783
2667,06037536200,1,1,7289,0.9,8529.9,District 4,SPA 7 - East,City of South Gate,23823931.7734375,32279.3058625842
2668,06037551800,1,1,7533,0.8,8867.9,District 4,SPA 7 - East,City of Downey,23985334.5556641,23548.7662405302
2669,06037119342,1,1,3180,0.1,37594.5,District 3,SPA 2 - San Fernando,Los Angeles - Panorama City,2358167.72558594,6104.94540637316
2670,06037217001,1,1,2654,0.2,12531.2,District 3,SPA 5 - West,Los Angeles - Crestview,5904316.16503906,10940.7936166339
2671,06037800203,1,1,5643,4,1405.4,District 3,SPA 2 - San Fernando,Unincorporated - Santa Monica Mountains,111846560.289063,56455.1573343953
2672,06037601401,1,1,4683,0.6,7710.2,District 2,SPA 8 - South Bay,City of Inglewood,16933194.3867188,18287.0669764116
2673,06037106648,1,1,3890,0.3,12706.1,District 3,SPA 2 - San Fernando,Los Angeles - Sylmar,8534166.31152344,13655.9663132668
2674,06037540501,1,1,6943,0.6,12377.7,District 4,SPA 6 - South,City of Lynwood,15637864.9658203,19057.4550505951
2675,06037576502,1,1,4543,0.1,38250.1,District 4,SPA 8 - South Bay,City of Long Beach,3311588.25390625,8030.26794413262
2676,06037228320,1,1,3219,0.1,24735.8,District 2,SPA 6 - South,Los Angeles - Vernon Central,3627882.02148438,10223.8135548083
2677,06037216700,1,1,3709,0.3,12348.2,District 2,SPA 4 - Metro,Los Angeles - Crestview,8373696.29296875,11709.653539341
2678,06037211420,1,1,3859,0.1,26227.8,District 2,SPA 4 - Metro,Los Angeles - Wilshire Center,4101768.10644531,8393.58481334178
2679,06037191810,1,1,3498,0.2,22411.5,District 3,SPA 4 - Metro,Los Angeles - Melrose,4351163.39160156,9234.50026367202
2680,06037530801,1,1,6325,0.3,21299.4,District 1,SPA 7 - East,Unincorporated - East Los Angeles,8278551.83203125,14508.5953120656
2681,06037108103,1,1,3256,1,3289.2,District 3,SPA 2 - San Fernando,Los Angeles - Porter Ranch,27606106.7851563,36634.5305906085
2682,06037273502,1,1,2884,0.2,12595.5,District 3,SPA 5 - West,Los Angeles - Venice,8467459.02636719,13268.0522948615
2683,06037541606,1,1,2506,0.1,19039.4,District 2,SPA 6 - South,City of Compton,3669628.63476563,8096.70647494251
2684,06037242600,1,1,4409,0.2,23990.3,District 2,SPA 6 - South,Los Angeles - Watts,5123820.07226563,9153.0796943631
2685,06037532400,1,1,112,4.8,23.2,District 4,SPA 7 - East,City of Vernon,139290921.25,68955.310477285
2686,06037541605,1,1,5323,0.3,15888.4,District 2,SPA 6 - South,City of Compton,9340501.68066406,14018.8142557984
2687,06037293307,1,1,2306,0.1,17698.4,District 4,SPA 8 - South Bay,Los Angeles - Harbor City,3646009.27050781,9163.04103487544
2688,06037408202,1,1,2037,4,515,District 1,SPA 3 - San Gabriel,City of Industry,112859931.90332,66799.7334270901
2689,06037234800,1,1,3426,0.3,13563.8,District 2,SPA 6 - South,Los Angeles - Hyde Park,7041768.87988281,10614.4641534404
2690,06037262100,1,1,3586,3.4,1062.2,District 3,SPA 5 - West,Los Angeles - Bel Air,94415428.2900391,70340.3805224848
2691,06037203710,1,1,3259,0.1,29924.2,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,3036174.99023438,7623.78207956169
2692,06037542103,1,1,4114,0.2,18649.9,District 2,SPA 6 - South,Unincorporated - East Rancho Dominguez,6150117.53808594,11371.5420548065
2693,06037910811,2,2,305,124.8,2.4,District 5,SPA 1 - Antelope Valley,Unincorporated - Angeles National Forest,3485644093.90918,477860.509413158
2694,06037541001,1,1,1164,1,1155.3,District 2,SPA 8 - South Bay,Unincorporated - Rosewood/East Gardena,28089721.8417969,21529.7454141798
2695,06037702300,1,1,6364,1,6341.2,District 3,SPA 5 - West,City of Santa Monica,27983212.6230469,21142.6801817375
2696,06037531504,1,1,4414,0.2,22737.6,District 1,SPA 7 - East,Unincorporated - East Los Angeles,5411952.68554688,10726.4224998723
2697,06037920036,2,2,3419,0.5,7244.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,13155032.6533203,17256.7090789023
2698,06037920037,2,2,7131,0.4,19808.3,District 5,SPA 2 - San Fernando,City of Santa Clarita,10036881.5517578,17902.0791837168
2699,06037481202,1,1,6608,0.6,10756,District 1,SPA 3 - San Gabriel,Unincorporated - Northeast San Gabriel,16829959.1982422,17368.7382196243
2700,06037920108,2,2,3439,1.1,3198.3,District 5,SPA 2 - San Fernando,City of Santa Clarita,30033876.6191406,28250.0259521231
2701,06037800324,1,1,6664,1.4,4912.2,District 3,SPA 2 - San Fernando,City of Agoura Hills,38612611.0771484,32111.2756624676
2702,06037920109,2,2,4493,0.9,5151.9,District 5,SPA 2 - San Fernando,City of Santa Clarita,24315332.7304688,27357.6840076872
2703,06037703200,1,1,5629,0.8,6921.1,District 2,SPA 6 - South,Unincorporated - View Park/Windsor Hills,22673956.2226563,22823.0045392554
2704,06037800325,1,1,3407,0.8,4366.4,District 3,SPA 2 - San Fernando,City of Westlake Village,24868218.6503906,25116.7727193643
2705,06037533502,1,1,2143,0.1,23695.8,District 4,SPA 7 - East,City of Huntington Park,2521318.29882813,6451.91531919889
2706,06037920313,2,2,6010,1.1,5325.8,District 5,SPA 2 - San Fernando,City of Santa Clarita,31473028.9980469,25095.431719463
2707,06037575802,1,1,5167,0.1,41697.6,District 4,SPA 8 - South Bay,City of Long Beach,3454989.84667969,7901.9356559852
2708,06037920329,2,2,5460,0.8,6436.8,District 5,SPA 2 - San Fernando,City of Santa Clarita,23644828.2861328,20903.1107818144
